disease,pain,respiratory,fever,digestive,urinary,skin,neurological,vision,energy,mental,joint_muscle,appetite_weight,other
Heart attack,chest_pain,breathlessness,,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,lethargy,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,lethargy,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,fatigue,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,excessive_hunger,"irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,abnormal_menstruation
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,fatigue,"irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,palpitations
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,nausea,,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,excessive_hunger,"anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue",irritability,,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,vomiting,,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,nausea,,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,vomiting,,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,unsteadiness,,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,loss_of_balance,,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Acne,,,,,,"blackheads,pus_filled_pimples",,,,,,,scurring
Acne,,,,,,"blackheads,skin_rash",,,,,,,scurring
Acne,,,,,,"pus_filled_pimples,skin_rash",,,,,,,scurring
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,
Acne,,,,,,"pus_filled_pimples,skin_rash",,,,,,,scurring
Acne,,,,,,"blackheads,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,skin_peeling,,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,skin_rash,,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,small_dents_in_nails"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,high_fever,,,blister,,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,high_fever,,,skin_rash,,,,,,,yellow_crust_ooze
Impetigo,,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Impetigo,red_sore_around_nose,,,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Fungal infection,,,,,,"dischromic__patches,nodal_skin_eruptions,skin_rash",,,,,,,
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions",,,,,,,
Fungal infection,,,,,,"dischromic__patches,itching,skin_rash",,,,,,,
Fungal infection,,,,,,"itching,nodal_skin_eruptions,skin_rash",,,,,,,
Fungal infection,,,,,,"dischromic__patches,nodal_skin_eruptions,skin_rash",,,,,,,
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions",,,,,,,
Fungal infection,,,,,,"dischromic__patches,itching,skin_rash",,,,,,,
Fungal infection,,,,,,"itching,nodal_skin_eruptions,skin_rash",,,,,,,
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
Allergy,,,"chills,shivering",,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,chills,,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,shivering,,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,,,,,,
Allergy,,,"chills,shivering",,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,chills,,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,shivering,,,,,watering_from_eyes,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
GERD,"chest_pain,stomach_pain",cough,,vomiting,,,,,,,,,ulcers_on_tongue
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,
GERD,"chest_pain,stomach_pain",cough,,acidity,,,,,,,,,ulcers_on_tongue
GERD,"chest_pain,stomach_pain",,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
GERD,stomach_pain,cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
GERD,chest_pain,cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
GERD,"chest_pain,stomach_pain",cough,,vomiting,,,,,,,,,ulcers_on_tongue
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,
GERD,"chest_pain,stomach_pain",cough,,acidity,,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,nausea,,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,itching,,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,vomiting,,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,,,,,
Chronic cholestasis,,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination",itching,,,,,,,
Drug Reaction,,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,spotting__urination,"itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,burning_micturition,"itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination",skin_rash,,,,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination",itching,,,,,,,
Drug Reaction,,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,spotting__urination,"itching,skin_rash",,,,,,,
Drug Reaction,stomach_pain,,,,burning_micturition,"itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,,,,,
Peptic ulcer diseae,,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,vomiting",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,high_fever,,,,,,,,,,extra_marital_contacts
AIDS,,,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,high_fever,,,,,,,,,,extra_marital_contacts
AIDS,,,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
